transaction_id,store_id,sale_date,product_category,quantity,supplier,region,unit_cost,unit_price,inventory_level,labour_hours,labour_cost
T001164,S18,2025-02-03 00:00:00,Sports,1,ActivePro,West,49.45,$96.04,37,3.24,95.06
T000407,S13,2025-05-04 00:00:00,Grocery,5,FRESHFARM,East,8.97,13.88,51,4.47,131.7
T001925,S14,2025-01-01 00:00:00,Beauty,2,GlowWorks,West,19.78,43.77,63,5.08,129.33
T000490,S07,2025-02-27 00:00:00,Home,1,BudgetSource,North,46.5,81.87,152,5.68,142.97
T002641,S06,2025-05-24 00:00:00,Home,4,BudgetSource,East,nan,80.19,148,4.69,122.32
T000542,S17,2025-03-23 00:00:00,Home,4,BudgetSource,North,49.94,95.25,83,5.2,112.29
T001414,S13,2025-04-19 00:00:00,Sports,0,ActivePro,East,53.52,100.76,150,5.89,150.13
T000349,S12,2025-06-26 00:00:00,Apparel,5,StyleHub,South,21.85,$49.57,20,5.51,111.21
T002163,S02,2025-02-18 00:00:00,Electronics,1,NorthStar,South,$222.42,309.13,139,3.41, 89.35 
T002186,S26,2025-06-26 00:00:00,Sports,1,ActivePro,West,58.52,132.71,49,4.83,160.47
T002533,S22,not available,Sports,1,ActivePro,South,56.45 CAD,114.71,31,4.05,116.66
T001186,S19,2025-01-23 00:00:00,Sports,1,ActivePro,South,52.74,103.13,50,4.03,110.75
T001373,S25,2025-04-09 00:00:00,Grocery,3,FreshFarm,West,7.88,11.72,5,4.46,120.09
T001749,S24,2025-03-04 00:00:00,Home,2,BudgetSource,West,45.73,82.4,0,2.39,77.13
T001992,S23,31-Jan-2025,Home,4,budgetsource,South,$48.03,80.34,98,1.76,37.01
T001358,S17,not available,Electronics,3,NorthStar,North,272.43,361.87,156,3.76,86.27
T000863,S12,28-Mar-2025,Electronics,3,NorthStar,South,228.04,310.16,85,4.54,126.82
T000522,S06,2025-03-05 00:00:00,Electronics,1,NorthStar,East,289.3,418.27,48,3.56,85.58
T000732,S16,2025-03-08 00:00:00,Beauty,2,GlowWorks,South,20.04,46.87,45,4.92,123.1
T000035,S09,2025-01-30 00:00:00,grocery,3,FreshFarm,East,8.56,12.23,-6,5.5,101.67
T002937,S20,26-Mar-2025,Electronics,2,NorthStar,South,282.92,333.30 CAD,138,5.45,123.0
T002741,S07,2025-03-29 00:00:00,Apparel,7,StyleHub,North,25.34,$58.92,113,4.2,106.3
T000767,S01,2025-01-15 00:00:00,Home,2,BudgetSource,East,50.89, 100.70 ,114,5.2,$106.35
T002138,S16,2025-03-31 00:00:00,Sports,2,ActivePro,South,$56.09,118.35,64,6.88,174.33
T000153,24,2025-04-22 00:00:00,Grocery,2,FreshFarm,West,7.72,12.21,61,4.18,109.79
T002227,S07,2025-03-10 00:00:00,APPAREL,5,Style Hub,North,29.32,67.18,117,5.56,166.16
T002267, store_17 ,2025-05-24 00:00:00,Apparel,1,StyleHub,North,24.73,50.97,107,6.4,177.06
T000908,S27,2025-02-19 00:00:00,Beauty,4,GlowWorks,West,18.43,42.91,17,5.21,136.61
T002176,S21,2025-06-22 00:00:00,Apparel,1,StyleHub,North,30.74,$58.11,120,3.9,97.05
T001761,S17,2025-01-11 00:00:00,Sports,2,Active Pro,North,48.51,84.73,122,5.89,183.1
T001434,S02,01/26/2025,Apparel,1,StyleHub,South,27.0,58.01,87,5.07,138.94
T001518,S26,2025-06-05 00:00:00,Electronics,3,NorthStar,West,297.33,400.87,15,5.8,$172.04
T002249,S21,01/17/2025,Grocery,3,FreshFarm,North,8.01,12.04 CAD,50,3.16,102.0
T002743,S01,2025-03-07 00:00:00,Grocery,1,FreshFarm,East,7.04,10.06,105,5.16,133.05
T002382,S15,2025-04-21 00:00:00,Beauty,1,GlowWorks,East,23.37,56.74,37,5.07,132.48
T002750,S10,2025-04-29 00:00:00,Beauty,1,GlowWorks,South, 18.04 ,43.88,93,4.42,123.18
T001859, S20 ,2025-03-19 00:00:00,Apparel,1,StyleHub,South,34.54,68.3,96,3.05,90.62
T002728,S06,2025-01-24 00:00:00,Sports,7,Active Pro,East,63.33,129.13,141,4.35,120.85
T000751,S01,2025-03-02 00:00:00,Grocery,2,FreshFarm,East,8.38,13.56,92,5.3,121.28
T000787,S28,2025-04-18 00:00:00,Beauty,1,GlowWorks,West,$15.94,38.25,26,5.66,154.82
T000345, store_18 ,2025-05-20 00:00:00,Apparel,2,StyleHub,West,26.61,60.34,35,2.67,89.73
T001767,S17,2025-02-07 00:00:00,Home,2,BudgetSource,North,50.18,85.83,157,4.94,116.1
T000331,S15,2025-03-13 00:00:00,Beauty,1,GlowWorks,East,20.09,40.56,136,4.64,131.34
T000530,S29,2025-01-24 00:00:00,Electronics,2,NorthStar,West,223.04, 282.87 ,39,4.91,124.35
T000352,S14,2025-03-27 00:00:00,Apparel,4,StyleHub,West,24.7,55.53,60,5.01,174.08
T001150,S16,2025-01-26 00:00:00,Electronics,2,NorthStar,South,199.64,270.87,71,nan,101.24
T002196,S17,2025-06-05 00:00:00,Food,6,FreshFarm,North,8.03,12.25,36,4.31,$94.56
T002461,S27,2025-04-26 00:00:00,Home,4,BUDGETSOURCE,West,45.65,84.63,61,5.37,188.81
T002889,Store-07,2025-06-18 00:00:00,Home,3,BudgetSource,North,50.94,$90.69,24,2.86,68.09
T002306,S30,2025-04-07 00:00:00,Grocery,7,FreshFarm,West,$7.55,11.69,62,4.26,132.08
T002783,S07,01-Mar-2025,Home,9,BudgetSource,North,41.89,81.14,30,4.44, 97.70 
T000146,S05,2025-02-23 00:00:00,Electronics,3,NorthStar,East,248.53,353.38,14,5.36,127.89
T000581,S02,2025-01-06 00:00:00,Grocery,3,FreshFarm,South,7.47 CAD,12.07,59,5.28,149.88
T002410,S15,2025-06-19 00:00:00,Apparel,-2,StyleHub,East,26.4,54.82,70,4.49,113.89
T002247,S01,2025-02-09 00:00:00,Grocery,3,FreshFarm,East,7.67,10.89,32,4.23,118.46
T002347,S28,2025-02-01 00:00:00,Electronics,2,NorthStar,West,225.99,283.87,42,4.68,151.1
T001072,S30,2025-05-12 00:00:00,Home,2,BudgetSource,West,43.48,$85.60,45,5.46,147.34
T000648,S20,2025-02-09 00:00:00,Grocery,4,FreshFarm,South,8.75,13.18,138,5.26,105.46
T001105,S26,2025-06-13 00:00:00,Sports,2,ActivePro,West,49.39,94.15,9,4.41,153.17
T001238,S23,12-Jun-2025,Sports,1,ActivePro,South,$50.80,95.88,35,3.71,86.28
T000994,S20,2025-05-23 00:00:00,Beauty,2,Glow Works,South,17.2,42.28,153,4.98,154.32
T002705,S25,2025-04-12 00:00:00,Sports,2,ActivePro,West,47.97,85.98,30,4.41,114.66
T002806, S29 ,2025-05-27 00:00:00,Beauty,7,GlowWorks,West,17.24,35.29,1,4.88,140.97
T002048,S02,2025-03-25 00:00:00,Beauty,4,GlowWorks,South,20.37,45.48,88,4.04,90.53
T001575,26,2025-05-08 00:00:00,Grocery,3,FreshFarm,West,7.76,11.77,18,6.96,235.96
T000885,S26,2025-06-08 00:00:00,Home,2,BudgetSource,West,42.17,64.86,26,5.72,160.68
T000279,S27,2025-01-15 00:00:00,Electronics,1,NorthStar,West,200.58,262.88,nan,6.06,185.22 CAD
T000877,S09,2025-03-21 00:00:00,Home Goods,-2,BudgetSource,East,43.21,78.73,21,3.96,89.18
T001879,S29,2025-04-07 00:00:00,Grocery,2,FreshFarm,West,7.86,11.56,49,4.08,145.1
T002100,S25,2025-05-13 00:00:00,Home,1,BudgetSource,West,54.23,91.82,49,4.21,142.14
T001275,S03,2025-03-22 00:00:00,Electronics,1,NorthStar,North,249.87,302.4,98,2.38,58.41
T001114,S21,2025-06-23 00:00:00,Home,1,BudgetSource,North,48.62,98.27,23,4.07,109.45 CAD
T001617,S11,2025-05-30 00:00:00,Electronics,4,North-Star,South,260.58,334.98,45,3.53,81.8
T000649,S17,2025-06-03 00:00:00,Grocery,2,Fresh Farm,North,8.22,13.98,158,3.2,$75.30
T002041,S19,2025-06-08 00:00:00,Sports,3,ActivePro,South,50.01,95.48,80,5.41,146.44
T000783,S19,2025-01-02 00:00:00,Apparel,4,StyleHub,South,24.62,49.26,53,4.47,117.84
T002200,S22,2025-04-24 00:00:00,Sports,5,ActivePro,South,58.55,122.45,141,4.23,111.44
T002152,S30,2025-04-10 00:00:00,Electronics,2,NorthStar,West,240.59,294.02,58,2.97,$88.44
T002830,S08,2025-03-28 00:00:00,Grocery,6,FreshFarm,South,7.75,12.6,35,3.4,83.04
T000935,S19,2025-04-04 00:00:00,Beauty,3,GlowWorks,South,20.05,48.06,13,4.76,128.96
T002898,S30,2025-06-25 00:00:00,Apparel,1,StyleHub,West,26.26,52.54,20,5.05,134.17
T002398,S29,2025-06-12 00:00:00,Home,1,BudgetSource,West,39.88,$69.85,44,5.65,149.01
T002397,S29,05/16/2025,Beauty,1,GlowWorks,West,19.84,46.0,28,4.71,131.86
T000350,S30,2025-06-27 00:00:00,Grocery,2,FRESHFARM,West,$7.68,12.67,61,4.96,129.34
T002481,S10,2025-04-11 00:00:00,Apparel,2,StyleHub,South,24.31,53.85,132,4.35,119.07 CAD
T002341,S06,2025-05-05 00:00:00,Grocery,3,FreshFarm,East,6.46,8.91,141,5.01,125.68
T002447,S03,18-Jun-2025,electronics,2,NorthStar,North,$273.55,321.33,151,4.39,95.26
T000628,S16,2025-04-20 00:00:00,Grocery,2,FreshFarm,South,6.85,10.85,23,3.44,69.59
T000111,S19,2025-03-17 00:00:00,apparel,1,StyleHub,South,28.13,53.31,139,3.81,88.9
T000446,S23,2025-04-06 00:00:00,Beauty,2,GlowWorks,South,19.08,41.35,11,3.79,108.86
T002135,S09,2025-06-16 00:00:00,Sports,2,ActivePro,East,52.44,105.17,141,4.58,117.86
T002862,S18,2025-03-30 00:00:00,Home,2,budgetsource,West,45.92,80.83,32,4.75,165.08
T000249,S03,2025-02-10 00:00:00,Grocery,4,FreshFarm,North,9.14,14.14,31,4.16,93.87
T000949,06,2025-05-22 00:00:00,Home,2,BudgetSource,East,43.31,89.02,82,4.0,84.22 CAD
T002356,S23,2025-01-29 00:00:00,Apparel,two,StyleHub,South,25.11,55.45,29,4.39,114.1
T001776,S26,03/01/2025,Beauty,1,GlowWorks,West,18.72,42.09,24,4.09,106.5
T000657,S21,2025-05-07 00:00:00,Electronics,3,NorthStar,North,255.82,321.33,77,5.11,96.84
T001047,S17,2025-04-23 00:00:00,Grocery,3,FreshFarm,North,7.03,$10.86,50,5.23,141.6
T001722,S29,2025-05-04 00:00:00,Electronics,2,northstar,West,286.37,397.42,62,4.28,168.88
T001009,S17,2025-05-23 00:00:00,Beauty,1,GlowWorks,North,20.86,46.74,29,3.01,72.94
T000368,S15,2025-01-25 00:00:00,Apparel,2,StyleHub,East,27.52,57.16,51,4.24,112.09
T002843,S12,2025-04-12 00:00:00,Apparel,3,StyleHub,South,32.34,68.26,107,5.14,133.55
T001901,S13,2025-02-16 00:00:00,Beauty,7,GlowWorks,East,16.79,37.97,129,6.02,142.32
T002686,S07,2025-05-01 00:00:00,Electronics,4,NorthStar,North,230.71,295.28,39,3.87,89.77
T001972,S15,2025-05-14 00:00:00,Apparel,1,StyleHub,East,31.0,68.94,55,4.49,112.68
T002524,S20,2025-05-05 00:00:00,Beauty,1,GlowWorks,South,19.21,44.61,53,2.66,71.32
T000533,S29,2025-04-03 00:00:00,Sports,4,ActivePro,West,59.02,121.33,28,4.5,162.16
T000013,S23,2025-02-23 00:00:00,grocery,6,FreshFarm,South,9.44,15.58,115,3.5,104.19
T002319,S19,2025-01-28 00:00:00,Electronics,4,NorthStar,South,$247.40,353.18,66,5.27,165.10 CAD
T000568,S16,2025-06-07 00:00:00,Grocery,2,FreshFarm,South,$7.84,11.93,62,5.54,121.17
T000339,S16,2025-03-07 00:00:00,Grocery,3,FreshFarm,South,7.69,12.59,148,4.76,131.95
T000616,S17,2025-02-12 00:00:00,Beauty,5,GlowWorks,North,17.03,$38.61,99,4.63,99.9
T002921,S15,2025-05-24 00:00:00,Home,2,BudgetSource,East,unknown,78.75,100,5.16,112.6
T000427,Store-06,2025-04-24 00:00:00,Electronics,3,NorthStar,East,230.97,299.74,68,4.83,103.76
T002702,S23,2025-03-24 00:00:00,Food,2,FreshFarm,South,$7.39,10.93,28,5.71,167.15
T001825,S18,2025-04-18 00:00:00,grocery,4,FreshFarm,West,8.13,12.33,51,5.09,144.87
T000205,S21,2025-05-05 00:00:00,Beauty,2,GlowWorks,North,18.63,38.41,14,3.26,86.47 CAD
T002005,S28,2025-04-26 00:00:00,Sports,1,ActivePro,West,47.43,84.42,57,4.76,132.62
T000514,S13,2025-04-28 00:00:00,Grocery,unknown,FreshFarm,East,8.35,$12.59,45,5.63,141.92
T001920,S17,01/04/2025,Sports,1,ActivePro,North,54.76,104.47,nan,3.56,$79.66
T000805,S24,2025-02-22 00:00:00,apparel,1,StyleHub,West,23.47,49.59,24,5.83,201.87 CAD
T002508,S17,2025-03-14 00:00:00,Electronic,1,NorthStar,North,214.69,286.96,-28,3.98,76.6
T001057,S29,2025-02-21 00:00:00,Electronics,1,NorthStar,West,211.81,286.16,32,4.52,122.26 CAD
T000604,S16,09-Jun-2025,Home Goods,9,BudgetSource,South,40.04 CAD,75.06,83,4.39,123.82
T000297,Store-27,2025-02-04 00:00:00,Grocery,1,FreshFarm,West,8.79,14.08,18,5.73,218.2
T000012,S23,2025-02-15 00:00:00,Electronics,2,NorthStar,South,195.7,258.19,67,4.92,106.59
T001174,14,2025-05-12 00:00:00,Beauty,3,GlowWorks,West,18.97,42.51 CAD,40,5.85,175.02
T001296,S17,2025-05-31 00:00:00,Electronics,3,NorthStar,North,260.68,$375.18,128,-2.37,96.83
T002989,S20,2025-05-22 00:00:00,Electronics,-1,NorthStar,South,255.69,$343.92,158,5.82,150.64 CAD
T000491,S23,2025-04-22 00:00:00,Sports,2,ActivePro,South,55.9,105.43,32,4.89,131.6
T001895,S08,2025-05-07 00:00:00,Beauty,3,GlowWorks,South,19.45,44.66,152,4.61,102.01
T001291,S12,2025-02-07 00:00:00,Electronics,1,NorthStar,South, 223.78 ,273.08,19,5.13,99.79 CAD
T001614,S09,2025-02-24 00:00:00,Electronics,1,NorthStar,East,231.83,308.71,83,5.42,140.29
T000362,S27,2025-01-09 00:00:00,Electronics,2,NorthStar,West,248.89,336.67,50,3.14,109.44
T000829,S29,2025-06-24 00:00:00,Electronics,3,NorthStar,West,221.68 CAD,329.68,22,4.57,134.46
T001062,S06,2025-02-23 00:00:00,Apparel,4,StyleHub,East, 25.59 ,57.64,98,4.8,106.68
T002497,S03,15-Apr-2025,Electronics,1,NorthStar,North,228.77,$305.29,103,4.68,$115.60
T002978,S10,2025-04-15 00:00:00,Grocery,3,FreshFarm,South,9.08,14.65,153,unknown,123.81
T000770,S03,2025-06-11 00:00:00,Grocery,4,FreshFarm,North,7.83,12.06,151,3.95,85.94
T000124,S19,2025-04-10 00:00:00,Grocery,2,FreshFarm,South,6.63 CAD,10.67,52,3.04,87.93
T001778,S10,2025-02-23 00:00:00,Sports,4,ActivePro,South,56.25,106.49,98,3.8,90.23
T000085,S11,2025-03-29 00:00:00,Electronics,1,NorthStar,South,253.99,335.37,68,4.12,110.02
T002791,S03,2025-04-19 00:00:00,Electronics,1,NorthStar,North,263.04,370.69,88,4.64,117.38
T001730,S12,06-Jun-2025,sports,0,ActivePro,South,56.39,111.07,49,3.26,66.98
T000224,S01,22-Mar-2025,Beauty,8,GlowWorks,East,17.24,37.82,78,4.18,103.81
T002010,S26,2025-06-02 00:00:00,Clothing,2,StyleHub,West,$25.94,58.76,41,4.17,124.12
T000730,S16,2025-05-23 00:00:00,Apparel,2,StyleHub,South,27.26,57.11,15,5.77,189.09
T002621,S04,2025-01-26 00:00:00,Home,5,BudgetSource,East,35.71,56.93,29,4.81,126.34
T002204,S13,2025-06-21 00:00:00,APPAREL,unknown,Style Hub,East,30.54,$64.09,152,3.98,114.8
T000223,S11,2025-02-25 00:00:00,Grocery,2,FreshFarm,South,7.29,12.12,57,5.17,138.58
T001147,S20,2025-01-03 00:00:00,Grocery,1,FreshFarm,South,9.18,13.12,92,4.79,117.83
T002384,S18,2025-01-21 00:00:00,Sports,2,ActivePro,West,60.74,123.88,63,5.34,154.9
T001211,S20,2025-02-04 00:00:00,Apparel,2,StyleHub,South,33.33,67.01,74,5.22,106.48
T000298,S07,2025-04-12 00:00:00,Electronics,4,NorthStar,North,$229.72,299.15 CAD,87,6.62,156.92
T002011,S26,2025-05-12 00:00:00,Grocery,6,FreshFarm,West,$6.50,9.67,40,4.53,120.79
T000232,S28,2025-03-01 00:00:00,Electronics,1,NorthStar,West,217.33,307.77,3,2.42,$79.81
T000359,S28,2025-06-03 00:00:00,Apparel,1,StyleHub,West,24.61,51.61,16,3.15, 95.27 
T002940,S06,2025-03-09 00:00:00,Grocery,5,FreshFarm,East,8.55,13.84,-11,4.92,137.32
T001170,S24,2025-06-01 00:00:00,Home,1,BudgetSource,West,41.3,83.14,-7,4.24,120.29
T002294,S29,2025-02-03 00:00:00,Sports,3,ActivePro,West,56.75,109.02,35,3.52,83.79
T000438,S17,2025-05-23 00:00:00,Home,2,BudgetSource,North,44.15,86.57,52,5.11,113.5
T001699,S26,2025-06-12 00:00:00,Electronics,3, NORTHSTAR ,West,242.17,337.71,9,6.55,201.18
T001570,S05,2025-06-14 00:00:00,Home,1,BudgetSource,East,55.43,98.7,149,3.28,94.7
T000286,S16,2025-04-24 00:00:00,Grocery,8,FreshFarm,South,nan,13.29 CAD,125,4.31,109.27
T001228,24,2025-06-21 00:00:00,Electronics,2,northstar,West,233.27,322.71,22,3.41,80.55
T000149,S11,2025-02-21 00:00:00,Sports,2,ActivePro,South,56.89,105.84,113,3.22,87.15
T000858,S05,2025-06-23 00:00:00,Food,3,FreshFarm,East,7.09,10.82,145,5.25,129.13
T000535,S11,2025-03-31 00:00:00,Grocery,2,FreshFarm,South,8.55,12.46,138,5.62,135.67
T002999,S06,2025-02-24 00:00:00,apparel,3,StyleHub,East,29.62,59.65,115,6.05,147.2
T001996,S20,2025-06-14 00:00:00,Grocery,8,FreshFarm,South,7.76,12.56,89,3.29,90.42
T002658,20,2025-02-06 00:00:00,Electronics,1,NorthStar,South,252.02,345.3,15,6.06,133.9
T002346,S17,2025-05-19 00:00:00,Electronics,4,NorthStar,North,248.43,342.64,19,5.91,183.28
T000211,S30,2025-01-23 00:00:00,Apparel,2,StyleHub,West,25.18,55.0,44,6.02,172.84
T000715,S23,2025-04-08 00:00:00,Sports,3,ActivePro,South,53.77,102.27,84,6.75,148.61
T000576,S07,2025-06-22 00:00:00,Home Goods,3,BudgetSource,North,50.52,94.99,139,5.71,127.31
T001146,S20,2025-03-14 00:00:00,Sports,2,ActivePro,South,56.56,108.37,89,3.94,107.88
T001097,S15,2025-03-23 00:00:00,Beauty,1,glowworks,East,$16.04,38.02,102,4.04,117.7
T002317,S27,2025-06-25 00:00:00,Electronics,1,NorthStar,West,261.42,352.28,18,4.15,106.18
T001886,S18,2025-01-16 00:00:00,Sports,3,ActivePro,West,52.21,100.07,45,3.15,104.5
T002907,S05,2025-03-08 00:00:00,Grocery,1,FreshFarm,East,7.83,11.83,unknown,4.23,109.02
T000060,S06,06/14/2025,Apparel,4,StyleHub,East,32.68,67.94,64,5.0,125.05
T001178,26,2025-05-25 00:00:00,Home,1,BudgetSource,West,42.33,70.13,0,6.09,242.74
T002276,Store-04,2025-01-06 00:00:00,Electronics,7,NorthStar,East,238.36,313.43,124,3.96,105.9
T000729,S06,2025-03-26 00:00:00,Electronics,3,NorthStar,East,225.67,296.62,53,4.3,97.18
T001447,11,2025-06-19 00:00:00,Electronics,3,NorthStar,South,271.72,364.03,98,4.65,133.28
T000706,S22,2025-02-12 00:00:00,Electronics,1,NorthStar,South,$254.51,365.28,131,5.07,132.95
T000017,S27,2025-01-06 00:00:00,Electronics,4,NorthStar,West,193.73,226.6,3,4.06,127.62
T002335,S30,2025-05-01 00:00:00,Grocery,2,FreshFarm,West,9.38,15.15,56,4.72,123.89
T002553,S25,2025-04-21 00:00:00,Home,2,BudgetSource,West,$49.53,87.1,54,5.58,175.18
T002516,S29,2025-04-06 00:00:00,Home,1,BudgetSource,West,44.3,82.31,50,4.24,110.99
T002489,S29,2025-05-08 00:00:00,Electronics,1,NorthStar,West,$271.88,366.43,unknown,4.51,154.34
T002960,S17,2025-02-02 00:00:00,Home,2,BudgetSource,North,41.48,73.68,111,4.06,81.37
T002427,S30,2025-05-19 00:00:00,Home,2,BudgetSource,West,46.96,86.33,39,4.42,122.26
T001025,S15,2025-05-31 00:00:00,Beauty,1,GlowWorks,East,14.67,34.49,111,3.19,83.75
T000888,S10,2025-06-08 00:00:00,Sporting Goods,2,ActivePro,South,57.28,119.59,138,4.96,111.92
T002789,S20,2025-05-04 00:00:00,Sports,5,ActivePro,South,72.44,134.58,57,4.04,103.8
T000380,21,2025-02-27 00:00:00,Beauty,2,GlowWorks,North,16.91,39.25,112,3.59,$66.66
T002945,S29,2025-05-31 00:00:00,Grocery,2,FreshFarm,West,8.4,12.92,51,4.66,136.71
T001133,S30,2025-03-30 00:00:00,APPAREL,1,STYLEHUB,West,,56.14,7,4.3,134.69
T001510,S20,2025-01-10 00:00:00,Electronics,3,NorthStar,South,247.25,346.24,55,6.31,148.72 CAD
T002519,S05,15-May-2025,Beauty,1,GlowWorks,East,18.55,43.12 CAD,78,6.19,156.35
T001740,S14,01/10/2025,Electronics,3,NorthStar,West,246.07,325.0,42,3.59,123.13
T001238,S23,12-Jun-2025,Sports,1,ActivePro,South,$50.80,95.88,35,3.71,86.28
T001889,S26,2025-04-04 00:00:00,Sports,2,ActivePro,West,57.31, 120.67 ,54,5.1,166.9
T001029,S07,03/28/2025,Electronics,1,NorthStar,North,258.18,351.71,127,3.44,89.28
T001774,S14,2025-01-06 00:00:00,Sports,1,ActivePro,West, 59.12 ,110.42,20,4.25,143.24
T001427,S27,2025-06-02 00:00:00,Electronics,2,NorthStar,West,285.62,348.43,5,5.12,141.83
T002693,S20,06/09/2025,Home,2,BudgetSource,South,46.52,89.78,96,5.02,127.19
T000756,S13,2025-03-17 00:00:00,Electronics,0,North-Star,East,209.47,258.15,60,2.46,61.03
T002793,S13,2025-06-21 00:00:00,Home,1,BudgetSource,East,$48.95,90.46,113,,208.75 CAD
T000853,S24,2025-06-22 00:00:00,Electronics,2,NorthStar,West,289.6,415.16,20,5.28,121.47 CAD
T001367,S23,2025-05-30 00:00:00,Home,1,BudgetSource,South,43.44,76.57,34,3.98,100.79
T000390,S27,2025-02-09 00:00:00,Grocery,two,FreshFarm,West,7.06,$10.83,64,2.97,93.42 CAD
T002047,S10,2025-04-22 00:00:00,Apparel,-1,StyleHub,South,unknown,59.15,14,4.74,116.07
T000776,S27,2025-03-01 00:00:00,Grocery,1,FreshFarm,West,7.53,11.85,60,4.05,112.6
T002715,S10,2025-03-10 00:00:00,Home Goods,2,BudgetSource,South,41.93,79.18,142,4.51,110.31
T000197,S08,2025-03-08 00:00:00,Home,3,BudgetSource,South,39.96,68.94,61,2.77,70.26
T002591,S28,06/18/2025,Sports,1,ActivePro,West,49.1,100.71,24,3.92,126.95
T001253,S29,2025-06-18 00:00:00,Home,2,BudgetSource,West,$45.82,82.82,19,3.13,$78.66
T000098,S11,2025-02-09 00:00:00,Apparel,4,stylehub,South,24.77,46.35,,5.34,138.77
T000547,Store-17,2025-05-17 00:00:00,Grocery,2,FreshFarm,North,7.82,11.67,67,5.09,113.04
T000159,S27,2025-02-24 00:00:00,Clothing,2,StyleHub,West,32.82,73.91,36,2.49,78.99
T002506,S08,2025-03-05 00:00:00,Grocery,1,FreshFarm,South,8.06,12.93,34,4.07,102.14
T000479,S19,2025-06-16 00:00:00,Apparel,7,StyleHub,South,27.15,59.08,45,5.92,154.7
T001247,S23,2025-02-13 00:00:00,Grocery,1,FreshFarm,South,8.62,13.00 CAD,141,4.81,103.11
T000905,S02,2025-04-24 00:00:00,Apparel,1,StyleHub,South,$31.18,62.74,134,4.87,145.45
T001236,S05,2025-03-27 00:00:00,Home,8,BudgetSource,East,$42.01,82.04,90,3.84,91.89 CAD
T002318,S04,2025-01-20 00:00:00,apparel,1,STYLEHUB,East,29.28,57.21,nan,3.91,97.78
T001339,S03,2025-01-12 00:00:00,Sports,3,ActivePro,North,62.34,112.67,144,2.98,93.0
T002578,S13,2025-04-22 00:00:00,Beauty,4,GlowWorks,East,18.35,41.0,27,3.63,83.96
T002037,S21,2025-01-04 00:00:00,Home,4,budgetsource,North,$42.72,79.05,75,5.34,115.73
T000134,S03,2025-04-07 00:00:00,Apparel,2,StyleHub,North,25.86,56.66,-18,3.75,87.26
T001584, store_05 ,2025-04-27 00:00:00,Sports,7,ActivePro,East,52.41,102.63,41,3.24,82.9
T001634,S24,2025-05-19 00:00:00,Sports,6,ActivePro,West,53.81,95.14,27,2.75,70.08
T000634,S21,2025-05-21 00:00:00,Grocery,2,FreshFarm,North,$7.77,12.29,105,4.35,133.27
T001070,S07,28-May-2025,Grocery,1,FreshFarm,North,6.17,$8.97,127,nan,86.9
T001195,S06,2025-05-21 00:00:00,Grocery,1,FreshFarm,East,9.44,13.96 CAD,44,3.86,92.62
T002104,S26,2025-01-27 00:00:00,Beauty,4,GlowWorks,West,19.98,47.75,22,3.68,113.53
T002636,S24,2025-02-14 00:00:00,Sports,2,ActivePro,West,55.5,109.48,21,2.94,101.59
T000048,S13,2025-04-30 00:00:00,ELECTRONIC,3,NorthStar,East,245.07,348.11,84,4.78,106.38
T002142,S01,2025-02-10 00:00:00,Beauty,2,GlowWorks,East,17.97,40.21,79,5.06,106.94
T001078,S29,2025-03-24 00:00:00,Home,1,BudgetSource,West,49.81,$98.15,6,4.71,114.91
T001416,Store-30,2025-06-18 00:00:00,Home,2,Budget Source,West,37.74,70.78,15,3.99,149.07
T000638,S21,2025-01-13 00:00:00,Beauty,1,GlowWorks,North,17.32,36.13,142,4.53,138.28
T001983, S26 ,2025-02-18 00:00:00,Home,2,BudgetSource,West,44.66,89.99,23,3.92,102.36
T002484,S10,2025-03-11 00:00:00,Electronics,3,NorthStar,South,179.35,$236.92,103,4.76,108.3
T001811,S13,2025-04-23 00:00:00,Grocery,3,FreshFarm,East,7.89,12.54,82,3.61,89.8
T002043,S01,2025-02-25 00:00:00,Electronics,8,NorthStar,East,$222.32,299.31 CAD,144,4.96,145.76
T001632,S04,2025-04-22 00:00:00,Sports,1,ActivePro,East,unknown,89.69,146,2.25,61.34
T001046,S01,2025-04-27 00:00:00,GROCERIES,1,FreshFarm,East,8.11,11.73,33,4.33,119.01
T002629,S22,2025-05-26 00:00:00,Electronics,3,NorthStar,South,264.4,357.79,84,7.15,194.86
T000609,S12,2025-01-17 00:00:00,Apparel,1,StyleHub,South,27.19,61.33,148,5.53,153.42
T000898,S15,2025-04-16 00:00:00,Sports,1,ActivePro,East,59.23,109.8,17,4.46,124.81 CAD
T002503,S14,2025-03-07 00:00:00,Apparel,2,StyleHub,West,27.48,54.31,24,4.12,114.21
T001318,S07,2025-01-20 00:00:00,Electronics,2,NorthStar,North,209.96,260.82,59,5.81,144.69
T000622,S01,2025-05-23 00:00:00,Grocery,3,FreshFarm,East,9.15,14.34,41,2.59,66.87
T002159,S11,05/14/2025,Apparel,2,StyleHub,South,25.34,57.43,151,6.55,153.13
T000318,S17,2025-03-14 00:00:00,Apparel,1,StyleHub,North,25.7,63.57,107,4.75,99.57
T001412,S29,2025-01-13 00:00:00,Apparel,3,StyleHub,West,26.43,54.91,10,4.24,125.43
T002526,S23,2025-04-05 00:00:00,Home,7,BudgetSource,South,43.52,77.72,77,4.98,117.3
T001960,S28,2025-06-06 00:00:00,Apparel,1,StyleHub,West,29.07,65.75,0,4.81,125.28
