transaction_id,store_id,sale_date,product_category,quantity,supplier,region,unit_cost,unit_price,inventory_level,labour_hours,labour_cost,revenue,cogs,gross_profit
T001351,S26,2025-04-26,Electronics,1.0,NorthStar,West,252.18,367.57,41.0,4.66,135.55,367.57,252.18,-20.160000000000025
T001571,S08,2025-05-15,Electronics,5.0,NorthStar,South,257.25,333.8,42.0,5.08,126.61,1669.0,1286.25,256.14
T002007,S07,2025-06-29,Grocery,4.0,FreshFarm,North,7.97,13.01,59.0,5.48,134.95,52.04,31.88,-114.78999999999999
T002811,S06,2025-02-27,Electronics,1.0,NorthStar,East,196.44,253.91,82.0,3.54,80.17,253.91,196.44,-22.700000000000003
T002772,S25,2025-05-13,Sports,2.0,ActivePro,West,56.5,110.32,31.0,4.7,152.21,220.64,113.0,-44.57000000000002
T001997,S11,2025-04-06,Electronics,3.0,NorthStar,South,290.16,387.26,20.0,5.32,147.61,1161.78,870.48,143.68999999999994
T001619,S23,2025-01-28,Electronics,2.0,NorthStar,South,194.97,269.08,146.0,6.29,203.69,538.16,389.94,-55.47000000000003
T002619,S10,2025-01-20,Home Goods,1.0,BudgetSource,South,45.65,91.57,46.0,3.52,85.23,91.57,45.65,-39.31000000000001
T002257,S13,2025-04-18,Beauty,1.0,GlowWorks,East,17.93,40.29,132.0,3.31,74.47,40.29,17.93,-52.11
T002794,S03,2025-01-21,Electronics,1.0,NorthStar,North,248.08,324.88,22.0,4.29,118.49,324.88,248.08,-41.69000000000001
T001119,S07,2025-03-30,Electronics,2.0,NorthStar,North,238.48,334.73,123.0,6.58,170.29,669.46,476.96,22.210000000000065
T002320,S15,2025-06-22,Home Goods,2.0,BudgetSource,East,54.79,90.59,134.0,4.61,111.24,181.18,109.58,-39.639999999999986
T001192,S14,2025-06-10,Home Goods,4.0,BudgetSource,West,53.58,103.07,21.0,3.68,102.94,412.28,214.32,95.01999999999998
T000282,S29,2025-04-06,Sports,2.0,ActivePro,West,60.63,117.29,53.0,6.06,168.33,234.58,121.26,-55.010000000000005
T001717,S17,2025-02-24,Sports,2.0,ActivePro,North,58.63,116.14,104.0,4.04,135.06,232.28,117.26,-20.040000000000006
T002299,S29,2025-01-09,Electronics,2.0,NorthStar,West,246.56,315.53,14.0,5.46,136.78,631.06,493.12,1.1599999999999397
T002974,S05,2025-03-26,Beauty,3.0,GlowWorks,East,20.59,47.4,12.0,5.42,131.22,142.2,61.769999999999996,-50.790000000000006
T002547,S27,2025-03-17,Home Goods,4.0,BudgetSource,West,42.11,80.96,7.0,4.03,100.83,323.84,168.44,54.56999999999998
T001130,S06,2025-01-05,Sports,2.0,ActivePro,East,52.49,105.46,49.0,3.69,100.52,210.92,104.98,5.4199999999999875
T002132,S21,2025-04-06,Grocery,5.0,FreshFarm,North,6.51,9.8,15.0,6.21,152.41,49.0,32.55,-135.95999999999998
T002814,S12,2025-04-13,Beauty,4.0,GlowWorks,South,19.81,39.52,80.0,3.94,91.06,158.08,79.24,-12.219999999999985
T001853,S30,2025-01-06,Home Goods,1.0,BudgetSource,West,46.71,81.37,17.0,4.07,121.02,81.37,46.71,-86.35999999999999
T001079,S09,2025-04-16,Clothing,1.0,StyleHub,East,28.5,59.1,67.0,5.07,152.25,59.1,28.5,-121.65
T001666,S23,2025-01-21,Grocery,1.0,FreshFarm,South,7.98,12.55,74.0,2.86,65.09,12.55,7.98,-60.52
T002224,S10,2025-05-08,Grocery,2.0,FreshFarm,South,7.91,12.5,123.0,5.04,129.07,25.0,15.82,-119.88999999999999
T002188,S13,2025-04-23,Grocery,5.0,FreshFarm,East,8.75,13.18,67.0,5.0,117.65,65.9,43.75,-95.5
T000797,S20,2025-06-16,Electronics,5.0,NorthStar,South,233.99,278.35,97.0,3.78,94.27,1391.75,1169.95,127.52999999999996
T002255,S27,2025-01-20,Grocery,1.0,FreshFarm,West,7.42,12.06,55.0,6.26,166.02,12.06,7.42,-161.38
T001175,S05,2025-02-26,Grocery,5.0,FreshFarm,East,8.42,13.08,124.0,2.91,72.34,65.4,42.1,-49.04
T001065,S02,2025-01-11,Electronics,2.0,NorthStar,South,243.81,331.57,105.0,5.12,96.25,663.14,487.62,79.26999999999998
T000141,S21,2025-06-29,Sports,4.0,ActivePro,North,60.21,128.63,115.0,4.35,107.35,514.52,240.84,166.32999999999996
T001891,S12,2025-01-22,Home Goods,2.0,BudgetSource,South,47.41,91.4,91.0,5.86,131.6,182.8,94.82,-43.619999999999976
T001559,S01,2025-06-11,Sports,2.0,ActivePro,East,51.88,91.88,135.0,2.55,71.49,183.76,103.76,8.509999999999991
T002431,S26,2025-02-04,Sports,2.0,ActivePro,West,49.19,98.22,42.0,4.92,119.35,196.44,98.38,-21.289999999999992
T000130,S11,2025-01-11,Electronics,1.0,NorthStar,South,250.04,331.26,50.0,4.06,84.6,331.26,250.04,-3.3799999999999955
T000151,S01,2025-01-24,Home Goods,7.0,BudgetSource,East,49.47,84.73,78.0,3.82,99.03,593.11,346.28999999999996,147.79000000000005
T001348,S09,2025-05-26,Electronics,2.0,NorthStar,East,252.16,299.49,138.0,4.48,94.16,598.98,504.32,0.5000000000000284
T001782,S02,2025-04-14,Beauty,1.0,GlowWorks,South,18.39,44.08,109.0,4.29,94.67,44.08,18.39,-68.98
T000370,S16,2025-06-23,Electronics,2.0,NorthStar,South,311.1,414.81,149.0,4.2,110.72,829.62,622.2,96.69999999999996
T002776,S13,2025-04-01,Grocery,1.0,FreshFarm,East,7.5,11.65,47.0,4.44,123.22,11.65,7.5,-119.07
T000455,S27,2025-05-29,Beauty,4.0,GlowWorks,West,16.98,38.36,10.0,4.57,155.92,153.44,67.92,-70.39999999999999
T000692,S19,2025-01-05,Electronics,5.0,NorthStar,South,208.31,268.17,58.0,3.65,107.01,1340.8500000000001,1041.55,192.2900000000002
T002297,S09,2025-05-14,Grocery,3.0,FreshFarm,East,8.11,12.25,40.0,4.4,125.64,36.75,24.33,-113.22
T001585,S21,2025-06-11,Beauty,3.0,GlowWorks,North,16.0,33.65,87.0,3.5,95.37,100.94999999999999,48.0,-42.420000000000016
T000734,S07,2025-04-03,Home Goods,4.0,BudgetSource,North,51.2,95.03,65.0,4.36,131.93,380.12,204.8,43.389999999999986
T002572,S01,2025-02-27,Sports,2.0,ActivePro,East,59.36,117.26,96.0,6.25,164.6,234.52,118.72,-48.79999999999998
T002281,S28,2025-03-20,Home Goods,1.0,BudgetSource,West,47.51,85.44,59.0,5.07,140.68,85.44,47.51,-102.75
T000544,S29,2025-06-20,Grocery,2.0,FreshFarm,West,8.53,13.23,14.0,4.88,137.01,26.46,17.06,-127.60999999999999
T002344,S14,2025-04-10,Electronics,2.0,NorthStar,West,264.31,366.7,36.0,5.21,149.54,733.4,528.62,55.23999999999998
T000183,S05,2025-03-25,Sports,7.0,ActivePro,East,58.45,110.26,34.0,4.76,130.36,771.82,409.15000000000003,232.31
T002383,S02,2025-06-13,Grocery,2.0,FreshFarm,South,8.02,12.21,94.0,6.67,171.59,24.42,16.04,-163.21
T002559,S23,2025-01-20,Home Goods,1.0,BudgetSource,South,50.42,97.75,98.0,3.96,85.15,97.75,50.42,-37.82000000000001
T001968,S13,2025-03-06,Beauty,4.0,GlowWorks,East,16.42,37.17,84.0,5.28,143.35,148.68,65.68,-60.349999999999994
T001243,S21,2025-02-27,Electronics,4.0,NorthStar,North,203.59,261.13,125.0,4.51,106.59,1044.52,814.36,123.56999999999996
T002515,S02,2025-06-18,Home Goods,5.0,BudgetSource,South,43.62,84.39,102.0,4.32,106.47,421.95,218.1,97.38
T001577,S13,2025-03-05,Sports,1.0,ActivePro,East,50.27,97.26,94.0,4.23,91.71,97.26,50.27,-44.71999999999999
T001096,S19,2025-05-19,Clothing,5.0,StyleHub,South,24.85,49.01,61.0,3.54,98.69,245.04999999999998,124.25,22.109999999999985
T002635,S29,2025-01-09,Grocery,2.0,FreshFarm,West,8.32,13.7,21.0,4.83,122.2,27.4,16.64,-111.44
T001505,S21,2025-03-23,Home Goods,7.0,BudgetSource,North,44.36,82.99,80.0,3.81,116.83,580.93,310.52,153.57999999999998
T001227,S16,2025-05-14,Sports,5.0,ActivePro,South,59.51,122.82,72.0,3.85,86.95,614.0999999999999,297.55,229.5999999999999
T002993,S03,2025-06-03,Electronics,1.0,NorthStar,North,261.95,375.82,86.0,5.04,99.49,375.82,261.95,14.38000000000001
T002056,S04,2025-02-14,Sports,1.0,ActivePro,East,52.03,97.86,95.0,3.3,83.03,97.86,52.03,-37.2
T002436,S13,2025-06-03,Grocery,2.0,FreshFarm,East,7.71,12.81,112.0,3.08,72.94,25.62,15.42,-62.739999999999995
T000925,S11,2025-02-16,Beauty,1.0,GlowWorks,South,16.61,37.74,78.0,4.44,121.63,37.74,16.61,-100.5
T000849,S05,2025-01-02,Electronics,5.0,NorthStar,East,237.31,296.09,32.0,3.59,78.04,1480.4499999999998,1186.55,215.85999999999984
T000910,S16,2025-04-05,Electronics,3.0,NorthStar,South,220.4,255.98,69.0,2.83,68.61,767.9399999999999,661.2,38.129999999999896
T001039,S24,2025-03-05,Electronics,1.0,NorthStar,West,214.83,275.45,62.0,5.23,167.14,275.45,214.83,-106.52000000000001
T002723,S24,2025-05-18,Grocery,2.0,FreshFarm,West,8.83,12.95,13.0,2.43,63.43,25.9,17.66,-55.19
T000234,S18,2025-01-07,Sports,5.0,ActivePro,West,60.25,119.68,24.0,3.82,79.05,598.4000000000001,301.25,218.10000000000008
T000275,S14,2025-02-27,Electronics,4.0,NorthStar,West,237.41,254.58,7.0,4.91,140.17,1018.32,949.64,-71.48999999999992
T002067,S23,2025-05-01,Electronics,3.0,NorthStar,South,263.87,344.86,13.0,3.89,105.37,1034.58,791.61,137.5999999999999
T001108,S29,2025-01-29,Electronics,6.0,NorthStar,West,236.83,274.52,15.0,4.4,147.88,1647.12,1420.98,78.25999999999988
T000057,S12,2025-04-29,Electronics,1.0,NorthStar,South,241.86,337.31,119.0,4.19,95.42,337.31,241.86,0.029999999999986926
T000710,S28,2025-04-04,Beauty,2.0,GlowWorks,West,16.01,41.65,45.0,3.82,112.1,83.3,32.02,-60.82
T002737,S12,2025-05-13,Electronics,2.0,NorthStar,South,266.94,368.92,94.0,3.92,68.27,737.84,533.88,135.69000000000005
T002000,S17,2025-03-11,Home Goods,2.0,BudgetSource,North,44.92,90.22,22.0,2.73,78.79,180.44,89.84,11.809999999999988
T002151,S27,2025-05-10,Grocery,6.0,FreshFarm,West,7.61,11.65,45.0,3.4,85.29,69.9,45.660000000000004,-61.050000000000004
T000333,S10,2025-06-03,Clothing,1.0,StyleHub,South,29.19,61.69,93.0,6.52,180.59,61.69,29.19,-148.09
T002154,S12,2025-04-30,Grocery,3.0,FreshFarm,South,6.9,9.92,132.0,4.19,99.72,29.759999999999998,20.700000000000003,-90.66
T001736,S05,2025-06-14,Electronics,3.0,NorthStar,East,312.78,426.75,17.0,3.78,94.36,1280.25,938.3399999999999,247.55000000000007
T000995,S11,2025-02-11,Electronics,7.0,NorthStar,South,254.24,334.22,87.0,3.58,84.04,2339.54,1779.68,475.8199999999999
T002888,S05,2025-04-15,Home Goods,2.0,BudgetSource,East,48.59,86.04,149.0,3.7,88.62,172.08,97.18,-13.719999999999999
T002509,S08,2025-05-22,Clothing,2.0,StyleHub,South,24.57,49.51,115.0,3.89,87.38,99.02,49.14,-37.5
T002502,S26,2025-02-25,Grocery,7.0,FreshFarm,West,7.02,10.16,47.0,6.24,171.27,71.12,49.14,-149.29000000000002
T001775,S21,2025-06-22,Grocery,4.0,FreshFarm,North,9.01,15.45,61.0,4.43,88.25,61.8,36.04,-62.49
T000101,S17,2025-04-29,Grocery,6.0,FreshFarm,North,7.66,12.57,92.0,2.94,71.93,75.42,45.96,-42.470000000000006
T001164,S18,2025-02-03,Sports,1.0,ActivePro,West,49.45,96.04,37.0,3.24,95.06,96.04,49.45,-48.47
T000407,S13,2025-05-04,Grocery,5.0,FreshFarm,East,8.97,13.88,51.0,4.47,131.7,69.4,44.85,-107.14999999999998
T001925,S14,2025-01-01,Beauty,2.0,GlowWorks,West,19.78,43.77,63.0,5.08,129.33,87.54,39.56,-81.35000000000001
T000490,S07,2025-02-27,Home Goods,1.0,BudgetSource,North,46.5,81.87,152.0,5.68,142.97,81.87,46.5,-107.6
T000542,S17,2025-03-23,Home Goods,4.0,BudgetSource,North,49.94,95.25,83.0,5.2,112.29,381.0,199.76,68.95
T000349,S12,2025-06-26,Clothing,5.0,StyleHub,South,21.85,49.57,20.0,5.51,111.21,247.85,109.25,27.39
T002163,S02,2025-02-18,Electronics,1.0,NorthStar,South,222.42,309.13,139.0,3.41,89.35,309.13,222.42,-2.6399999999999864
T002186,S26,2025-06-26,Sports,1.0,ActivePro,West,58.52,132.71,49.0,4.83,160.47,132.71,58.52,-86.28
T001186,S19,2025-01-23,Sports,1.0,ActivePro,South,52.74,103.13,50.0,4.03,110.75,103.13,52.74,-60.36000000000001
T001373,S25,2025-04-09,Grocery,3.0,FreshFarm,West,7.88,11.72,5.0,4.46,120.09,35.160000000000004,23.64,-108.57
T001749,S24,2025-03-04,Home Goods,2.0,BudgetSource,West,45.73,82.4,0.0,2.39,77.13,164.8,91.46,-3.789999999999978
T001992,S23,2025-01-31,Home Goods,4.0,BudgetSource,South,48.03,80.34,98.0,1.76,37.01,321.36,192.12,92.23000000000002
T000863,S12,2025-03-28,Electronics,3.0,NorthStar,South,228.04,310.16,85.0,4.54,126.82,930.48,684.12,119.54000000000002
T000522,S06,2025-03-05,Electronics,1.0,NorthStar,East,289.3,418.27,48.0,3.56,85.58,418.27,289.3,43.38999999999997
T000732,S16,2025-03-08,Beauty,2.0,GlowWorks,South,20.04,46.87,45.0,4.92,123.1,93.74,40.08,-69.44
T002937,S20,2025-03-26,Electronics,2.0,NorthStar,South,282.92,333.3,138.0,5.45,123.0,666.6,565.84,-22.24000000000001
T002741,S07,2025-03-29,Clothing,7.0,StyleHub,North,25.34,58.92,113.0,4.2,106.3,412.44,177.38,128.76
T000767,S01,2025-01-15,Home Goods,2.0,BudgetSource,East,50.89,100.7,114.0,5.2,106.35,201.4,101.78,-6.72999999999999
T002138,S16,2025-03-31,Sports,2.0,ActivePro,South,56.09,118.35,64.0,6.88,174.33,236.7,112.18,-49.81000000000003
T000153,S24,2025-04-22,Grocery,2.0,FreshFarm,West,7.72,12.21,61.0,4.18,109.79,24.42,15.44,-100.81
T002227,S07,2025-03-10,Clothing,5.0,StyleHub,North,29.32,67.18,117.0,5.56,166.16,335.90000000000003,146.6,23.140000000000043
T002267,S17,2025-05-24,Clothing,1.0,StyleHub,North,24.73,50.97,107.0,6.4,177.06,50.97,24.73,-150.82
T000908,S27,2025-02-19,Beauty,4.0,GlowWorks,West,18.43,42.91,17.0,5.21,136.61,171.64,73.72,-38.690000000000026
T002176,S21,2025-06-22,Clothing,1.0,StyleHub,North,30.74,58.11,120.0,3.9,97.05,58.11,30.74,-69.67999999999999
T001761,S17,2025-01-11,Sports,2.0,ActivePro,North,48.51,84.73,122.0,5.89,183.1,169.46,97.02,-110.65999999999998
T001434,S02,2025-01-26,Clothing,1.0,StyleHub,South,27.0,58.01,87.0,5.07,138.94,58.01,27.0,-107.93
T001518,S26,2025-06-05,Electronics,3.0,NorthStar,West,297.33,400.87,15.0,5.8,172.04,1202.6100000000001,891.99,138.58000000000013
T002249,S21,2025-01-17,Grocery,3.0,FreshFarm,North,8.01,12.04,50.0,3.16,102.0,36.12,24.03,-89.91
T002743,S01,2025-03-07,Grocery,1.0,FreshFarm,East,7.04,10.06,105.0,5.16,133.05,10.06,7.04,-130.03
T002382,S15,2025-04-21,Beauty,1.0,GlowWorks,East,23.37,56.74,37.0,5.07,132.48,56.74,23.37,-99.10999999999999
T002750,S10,2025-04-29,Beauty,1.0,GlowWorks,South,18.04,43.88,93.0,4.42,123.18,43.88,18.04,-97.34
T001859,S20,2025-03-19,Clothing,1.0,StyleHub,South,34.54,68.3,96.0,3.05,90.62,68.3,34.54,-56.86000000000001
T002728,S06,2025-01-24,Sports,7.0,ActivePro,East,63.33,129.13,141.0,4.35,120.85,903.91,443.31,339.75
T000751,S01,2025-03-02,Grocery,2.0,FreshFarm,East,8.38,13.56,92.0,5.3,121.28,27.12,16.76,-110.92
T000787,S28,2025-04-18,Beauty,1.0,GlowWorks,West,15.94,38.25,26.0,5.66,154.82,38.25,15.94,-132.51
T000345,S18,2025-05-20,Clothing,2.0,StyleHub,West,26.61,60.34,35.0,2.67,89.73,120.68,53.22,-22.269999999999996
T001767,S17,2025-02-07,Home Goods,2.0,BudgetSource,North,50.18,85.83,157.0,4.94,116.1,171.66,100.36,-44.8
T000331,S15,2025-03-13,Beauty,1.0,GlowWorks,East,20.09,40.56,136.0,4.64,131.34,40.56,20.09,-110.87
T000530,S29,2025-01-24,Electronics,2.0,NorthStar,West,223.04,282.87,39.0,4.91,124.35,565.74,446.08,-4.689999999999969
T000352,S14,2025-03-27,Clothing,4.0,StyleHub,West,24.7,55.53,60.0,5.01,174.08,222.12,98.8,-50.760000000000005
T002196,S17,2025-06-05,Grocery,6.0,FreshFarm,North,8.03,12.25,36.0,4.31,94.56,73.5,48.17999999999999,-69.24
T002461,S27,2025-04-26,Home Goods,4.0,BudgetSource,West,45.65,84.63,61.0,5.37,188.81,338.52,182.6,-32.890000000000015
T002889,S07,2025-06-18,Home Goods,3.0,BudgetSource,North,50.94,90.69,24.0,2.86,68.09,272.07,152.82,51.16
T002306,S30,2025-04-07,Grocery,7.0,FreshFarm,West,7.55,11.69,62.0,4.26,132.08,81.83,52.85,-103.10000000000002
T002783,S07,2025-03-01,Home Goods,9.0,BudgetSource,North,41.89,81.14,30.0,4.44,97.7,730.26,377.01,255.55
T000146,S05,2025-02-23,Electronics,3.0,NorthStar,East,248.53,353.38,14.0,5.36,127.89,1060.1399999999999,745.59,186.65999999999985
T000581,S02,2025-01-06,Grocery,3.0,FreshFarm,South,7.47,12.07,59.0,5.28,149.88,36.21,22.41,-136.07999999999998
T002247,S01,2025-02-09,Grocery,3.0,FreshFarm,East,7.67,10.89,32.0,4.23,118.46,32.67,23.009999999999998,-108.79999999999998
T002347,S28,2025-02-01,Electronics,2.0,NorthStar,West,225.99,283.87,42.0,4.68,151.1,567.74,451.98,-35.34
T001072,S30,2025-05-12,Home Goods,2.0,BudgetSource,West,43.48,85.6,45.0,5.46,147.34,171.2,86.96,-63.10000000000001
T000648,S20,2025-02-09,Grocery,4.0,FreshFarm,South,8.75,13.18,138.0,5.26,105.46,52.72,35.0,-87.74
T001105,S26,2025-06-13,Sports,2.0,ActivePro,West,49.39,94.15,9.0,4.41,153.17,188.3,98.78,-63.64999999999998
T001238,S23,2025-06-12,Sports,1.0,ActivePro,South,50.8,95.88,35.0,3.71,86.28,95.88,50.8,-41.2
T002705,S25,2025-04-12,Sports,2.0,ActivePro,West,47.97,85.98,30.0,4.41,114.66,171.96,95.94,-38.639999999999986
T002806,S29,2025-05-27,Beauty,7.0,GlowWorks,West,17.24,35.29,1.0,4.88,140.97,247.03,120.67999999999999,-14.61999999999999
T002048,S02,2025-03-25,Beauty,4.0,GlowWorks,South,20.37,45.48,88.0,4.04,90.53,181.92,81.48,9.909999999999982
T001575,S26,2025-05-08,Grocery,3.0,FreshFarm,West,7.76,11.77,18.0,6.96,235.96,35.31,23.28,-223.93
T000885,S26,2025-06-08,Home Goods,2.0,BudgetSource,West,42.17,64.86,26.0,5.72,160.68,129.72,84.34,-115.30000000000001
T001879,S29,2025-04-07,Grocery,2.0,FreshFarm,West,7.86,11.56,49.0,4.08,145.1,23.12,15.72,-137.7
T002100,S25,2025-05-13,Home Goods,1.0,BudgetSource,West,54.23,91.82,49.0,4.21,142.14,91.82,54.23,-104.54999999999998
T001275,S03,2025-03-22,Electronics,1.0,NorthStar,North,249.87,302.4,98.0,2.38,58.41,302.4,249.87,-5.880000000000024
T001617,S11,2025-05-30,Electronics,4.0,NorthStar,South,260.58,334.98,45.0,3.53,81.8,1339.92,1042.32,215.80000000000013
T000649,S17,2025-06-03,Grocery,2.0,FreshFarm,North,8.22,13.98,158.0,3.2,75.3,27.96,16.44,-63.78
T002041,S19,2025-06-08,Sports,3.0,ActivePro,South,50.01,95.48,80.0,5.41,146.44,286.44,150.03,-10.030000000000001
T000783,S19,2025-01-02,Clothing,4.0,StyleHub,South,24.62,49.26,53.0,4.47,117.84,197.04,98.48,-19.280000000000015
T002200,S22,2025-04-24,Sports,5.0,ActivePro,South,58.55,122.45,141.0,4.23,111.44,612.25,292.75,208.06
T002152,S30,2025-04-10,Electronics,2.0,NorthStar,West,240.59,294.02,58.0,2.97,88.44,588.04,481.18,18.41999999999996
T002830,S08,2025-03-28,Grocery,6.0,FreshFarm,South,7.75,12.6,35.0,3.4,83.04,75.6,46.5,-53.94000000000001
T000935,S19,2025-04-04,Beauty,3.0,GlowWorks,South,20.05,48.06,13.0,4.76,128.96,144.18,60.150000000000006,-44.93000000000001
T002898,S30,2025-06-25,Clothing,1.0,StyleHub,West,26.26,52.54,20.0,5.05,134.17,52.54,26.26,-107.88999999999999
T002398,S29,2025-06-12,Home Goods,1.0,BudgetSource,West,39.88,69.85,44.0,5.65,149.01,69.85,39.88,-119.03999999999999
T002397,S29,2025-05-16,Beauty,1.0,GlowWorks,West,19.84,46.0,28.0,4.71,131.86,46.0,19.84,-105.70000000000002
T000350,S30,2025-06-27,Grocery,2.0,FreshFarm,West,7.68,12.67,61.0,4.96,129.34,25.34,15.36,-119.36
T002481,S10,2025-04-11,Clothing,2.0,StyleHub,South,24.31,53.85,132.0,4.35,119.07,107.7,48.62,-59.98999999999999
T002341,S06,2025-05-05,Grocery,3.0,FreshFarm,East,6.46,8.91,141.0,5.01,125.68,26.73,19.38,-118.33000000000001
T002447,S03,2025-06-18,Electronics,2.0,NorthStar,North,273.55,321.33,151.0,4.39,95.26,642.66,547.1,0.2999999999999403
T000628,S16,2025-04-20,Grocery,2.0,FreshFarm,South,6.85,10.85,23.0,3.44,69.59,21.7,13.7,-61.59
T000111,S19,2025-03-17,Clothing,1.0,StyleHub,South,28.13,53.31,139.0,3.81,88.9,53.31,28.13,-63.72
T000446,S23,2025-04-06,Beauty,2.0,GlowWorks,South,19.08,41.35,11.0,3.79,108.86,82.7,38.16,-64.32
T002135,S09,2025-06-16,Sports,2.0,ActivePro,East,52.44,105.17,141.0,4.58,117.86,210.34,104.88,-12.399999999999991
T002862,S18,2025-03-30,Home Goods,2.0,BudgetSource,West,45.92,80.83,32.0,4.75,165.08,161.66,91.84,-95.26000000000002
T000249,S03,2025-02-10,Grocery,4.0,FreshFarm,North,9.14,14.14,31.0,4.16,93.87,56.56,36.56,-73.87
T000949,S06,2025-05-22,Home Goods,2.0,BudgetSource,East,43.31,89.02,82.0,4.0,84.22,178.04,86.62,7.199999999999989
T002356,S23,2025-01-29,Clothing,2.0,StyleHub,South,25.11,55.45,29.0,4.39,114.1,110.9,50.22,-53.41999999999999
T001776,S26,2025-03-01,Beauty,1.0,GlowWorks,West,18.72,42.09,24.0,4.09,106.5,42.09,18.72,-83.13
T000657,S21,2025-05-07,Electronics,3.0,NorthStar,North,255.82,321.33,77.0,5.11,96.84,963.99,767.46,99.68999999999997
T001047,S17,2025-04-23,Grocery,3.0,FreshFarm,North,7.03,10.86,50.0,5.23,141.6,32.58,21.09,-130.10999999999999
T001722,S29,2025-05-04,Electronics,2.0,NorthStar,West,286.37,397.42,62.0,4.28,168.88,794.84,572.74,53.22000000000003
T000368,S15,2025-01-25,Clothing,2.0,StyleHub,East,27.52,57.16,51.0,4.24,112.09,114.32,55.04,-52.81000000000001
T002843,S12,2025-04-12,Clothing,3.0,StyleHub,South,32.34,68.26,107.0,5.14,133.55,204.78000000000003,97.02000000000001,-25.789999999999992
T001901,S13,2025-02-16,Beauty,7.0,GlowWorks,East,16.79,37.97,129.0,6.02,142.32,265.78999999999996,117.53,5.939999999999969
T002686,S07,2025-05-01,Electronics,4.0,NorthStar,North,230.71,295.28,39.0,3.87,89.77,1181.12,922.84,168.50999999999988
T001972,S15,2025-05-14,Clothing,1.0,StyleHub,East,31.0,68.94,55.0,4.49,112.68,68.94,31.0,-74.74000000000001
T002524,S20,2025-05-05,Beauty,1.0,GlowWorks,South,19.21,44.61,53.0,2.66,71.32,44.61,19.21,-45.919999999999995
T000533,S29,2025-04-03,Sports,4.0,ActivePro,West,59.02,121.33,28.0,4.5,162.16,485.32,236.08,87.07999999999998
T000013,S23,2025-02-23,Grocery,6.0,FreshFarm,South,9.44,15.58,115.0,3.5,104.19,93.48,56.64,-67.35
T002319,S19,2025-01-28,Electronics,4.0,NorthStar,South,247.4,353.18,66.0,5.27,165.1,1412.72,989.6,258.02
T000568,S16,2025-06-07,Grocery,2.0,FreshFarm,South,7.84,11.93,62.0,5.54,121.17,23.86,15.68,-112.99000000000001
T000339,S16,2025-03-07,Grocery,3.0,FreshFarm,South,7.69,12.59,148.0,4.76,131.95,37.769999999999996,23.07,-117.25
T000616,S17,2025-02-12,Beauty,5.0,GlowWorks,North,17.03,38.61,99.0,4.63,99.9,193.05,85.15,8.0
T000427,S06,2025-04-24,Electronics,3.0,NorthStar,East,230.97,299.74,68.0,4.83,103.76,899.22,692.91,102.55000000000005
T002702,S23,2025-03-24,Grocery,2.0,FreshFarm,South,7.39,10.93,28.0,5.71,167.15,21.86,14.78,-160.07
T001825,S18,2025-04-18,Grocery,4.0,FreshFarm,West,8.13,12.33,51.0,5.09,144.87,49.32,32.52,-128.07
T000205,S21,2025-05-05,Beauty,2.0,GlowWorks,North,18.63,38.41,14.0,3.26,86.47,76.82,37.26,-46.910000000000004
T002005,S28,2025-04-26,Sports,1.0,ActivePro,West,47.43,84.42,57.0,4.76,132.62,84.42,47.43,-95.63
T000805,S24,2025-02-22,Clothing,1.0,StyleHub,West,23.47,49.59,24.0,5.83,201.87,49.59,23.47,-175.75
T001057,S29,2025-02-21,Electronics,1.0,NorthStar,West,211.81,286.16,32.0,4.52,122.26,286.16,211.81,-47.90999999999998
T000604,S16,2025-06-09,Home Goods,9.0,BudgetSource,South,40.04,75.06,83.0,4.39,123.82,675.54,360.36,191.35999999999996
T000297,S27,2025-02-04,Grocery,1.0,FreshFarm,West,8.79,14.08,18.0,5.73,218.2,14.08,8.79,-212.91
T000012,S23,2025-02-15,Electronics,2.0,NorthStar,South,195.7,258.19,67.0,4.92,106.59,516.38,391.4,18.390000000000015
T001174,S14,2025-05-12,Beauty,3.0,GlowWorks,West,18.97,42.51,40.0,5.85,175.02,127.53,56.91,-104.4
T000491,S23,2025-04-22,Sports,2.0,ActivePro,South,55.9,105.43,32.0,4.89,131.6,210.86,111.8,-32.53999999999998
T001895,S08,2025-05-07,Beauty,3.0,GlowWorks,South,19.45,44.66,152.0,4.61,102.01,133.98,58.349999999999994,-26.38000000000001
T001291,S12,2025-02-07,Electronics,1.0,NorthStar,South,223.78,273.08,19.0,5.13,99.79,273.08,223.78,-50.49000000000002
T001614,S09,2025-02-24,Electronics,1.0,NorthStar,East,231.83,308.71,83.0,5.42,140.29,308.71,231.83,-63.410000000000025
T000362,S27,2025-01-09,Electronics,2.0,NorthStar,West,248.89,336.67,50.0,3.14,109.44,673.34,497.78,66.12000000000006
T000829,S29,2025-06-24,Electronics,3.0,NorthStar,West,221.68,329.68,22.0,4.57,134.46,989.04,665.04,189.54
T001062,S06,2025-02-23,Clothing,4.0,StyleHub,East,25.59,57.64,98.0,4.8,106.68,230.56,102.36,21.519999999999982
T002497,S03,2025-04-15,Electronics,1.0,NorthStar,North,228.77,305.29,103.0,4.68,115.6,305.29,228.77,-39.079999999999984
T000770,S03,2025-06-11,Grocery,4.0,FreshFarm,North,7.83,12.06,151.0,3.95,85.94,48.24,31.32,-69.02
